,난민 지위,전쟁 난민 인원 현황
37630,J / FA,0
37631,G / FA,142
37632,G / FA,0
37633,U / FA,10
37634,G / FI,0
37635,U / FA,13
37636,G / FA,2
37637,G / FI,0
37638,G / FA,16
37639,U / FA,2
37640,U / FA,3
37641,G / FI,0
37642,G / AR,3
37643,G / FI,2
37644,G / FI,0
37645,G / FI,160
37646,G / AR,56
37647,G / JR,0
37648,G / FI,4
37649,G / AR,18
37650,G / AR,14
37651,U / FA,0
37652,G / FI,5
37653,G / AR,1
37654,G / FI,0
37655,G / FA,9
37656,G / FI,3
37657,G / FI,5
37658,G / FI,1
37659,G / FA,0
37660,G / FI,12
37661,J / FA,0
37662,U / FI,0
37663,G / FA,8
37664,G / FI,0
37665,G / AR,1
37666,U / FI,0
37667,G / FI,11
37668,G / AR,4
37669,G / EO,214
37670,G / IN,122
37671,G / FI,0
37672,G / FI,81
37673,G / FI,27
37674,G / FI,17
37675,G / AR,10
37676,G / FA,11
37677,G / AR,11
37678,G / FI,13
37679,G / FI,0
37680,G / FI,0
37681,G / FI,29
37682,G / FI,116
37683,G / FI,1410
37684,G / FI,38
37685,G / FI,324
37686,G / FA,383
37687,G / FI,0
37688,G / NA,74
37689,G / JR,0
37690,G / RA,2
37691,G / FI,0
37692,J / FI,4176
37693,G / FI,2566
37694,G / FI,1
37695,G / FI,153
37696,G / RA,11
37697,G / FI,61
37698,G / AR,50
37699,G / FI,10
37700,G / FI,1
37701,G / AR,1
37702,J / FA,29
37703,G / FA,296
37704,G / FI,0
37705,G / FI,40
37706,G / FI,1
37707,G / FI,224
37708,G / JR,0
37709,G / AR,28
37710,G / FI,4
37711,G / AR,1
37712,G / AR,2
37713,G / FI,0
37714,G / FI,576
37715,G / FI,74
37716,G / FI,4
37717,G / FA,2
37718,G / FI,7
37719,G / FI,19
37720,G / FI,3
37721,G / EO,4345
37722,G / IN,1994
37723,G / FI,375
37724,G / FI,3
37725,G / AR,0
37726,G / AR,1
37727,G / FI,2
37728,G / FI,0
37729,G / FI,0
37730,G / FI,100
37731,G / RA,6
37732,G / FI,0
37733,G / FI,1
37734,G / AR,0
37735,U / FI,0
37736,G / EO,0
37737,G / FI,0
37738,G / FA,0
37739,G / FI,1
37740,G / FI,20
37741,G / FA,17
37742,G / FI,1
37743,G / JR,0
37744,G / EO,7
37745,G / IN,5
37746,G / FI,103
37747,G / FI,3
37748,G / FI,1
37749,G / FI,0
37750,G / FI,1
37751,G / FI,0
37752,G / FI,1
37753,G / EO,13
37754,G / IN,5
37755,G / FI,17
37756,G / FI,0
37757,G / FA,1
37758,G / AR,0
37759,G / FI,0
37760,G / FI,1
37761,G / FI,62
37762,G / FI,168
37763,G / FI,14
37764,G / FI,1
37765,G / FI,17
37766,G / AR,13
37767,G / FA,22
37768,G / FI,1
37769,G / FI,11
37770,G / NA,83
37771,G / JR,0
37772,G / RA,3
37773,G / FI,1
37774,G / AR,1
37775,J / FI,29
37776,G / FI,123
37777,G / FI,3
37778,G / FI,53
37779,G / RA,0
37780,G / FI,17
37781,G / FI,0
37782,G / FI,0
37783,G / FA,1
37784,G / FI,13
37785,G / FI,51
37786,G / FI,7
37787,U / FA,1
37788,G / FI,0
37789,J / FA,2
37790,G / FA,21
37791,U / FI,0
37792,G / FI,0
37793,G / FI,86
37794,G / FA,0
37795,G / FI,24
37796,G / FI,24
37797,G / JR,0
37798,G / AR,1
37799,G / FI,5
37800,G / AR,4
37801,G / FI,1
37802,G / FI,8
37803,G / FI,40
37804,G / FI,0
37805,G / FI,5
37806,G / FI,18
37807,G / FA,2
37808,G / FI,14
37809,G / FI,0
37810,U / FI,2
37811,G / FI,4
37812,G / FA,0
37813,G / FI,18
37814,U / FI,0
37815,G / FI,7
37816,G / AR,0
37817,G / FI,2
37818,G / EO,640
37819,G / IN,523
37820,G / FI,2
37821,G / FI,3
37822,G / EO,0
37823,G / FI,2
37824,G / FI,1
37825,G / FI,1
37826,G / FI,1
37827,G / EO,1
37828,G / IN,1
37829,G / FA,0
37830,G / FI,4
37831,G / AR,0
37832,G / FI,10
37833,G / FI,3
37834,G / NA,13
37835,G / RA,9
37836,G / JR,0
37837,G / FI,1
37838,G / FI,4
37839,G / FA,1
37840,G / FI,0
37841,G / AR,5
37842,G / FI,1
37843,G / JR,0
37844,G / FI,6
37845,G / AR,0
37846,G / FI,20
37847,G / AR,17
37848,G / FI,2
37849,G / FI,2
37850,G / FI,1
37851,G / AR,0
37852,G / EO,46
37853,G / IN,36
37854,G / FI,5
37855,G / AR,4
37856,G / FA,1
37857,G / FI,0
37858,G / FA,1
37859,G / FI,28
37860,G / FI,1
37861,U / FI,0
37862,G / FI,0
37863,J / FA,1
37864,G / FI,1
37865,G / FI,0
37866,G / FI,2
37867,U / FI,0
37868,G / EO,17
37869,G / IN,7
37870,G / FI,81
37871,G / AR,30
37872,G / FI,8
37873,U / FI,1
37874,J / FI,0
37875,G / FI,16
37876,G / RA,4
37877,G / FI,4
37878,U / FI,0
37879,G / FI,0
37880,G / FI,2
37881,G / AR,0
37882,G / FA,3
37883,G / IN,3
37884,G / EO,1
37885,G / FI,0
37886,G / FI,9
37887,G / FI,0
37888,G / IN,10
37889,G / EO,3
37890,G / FI,6
37891,G / FI,1
37892,G / AR,0
37893,G / FI,1
37894,U / FI,0
37895,G / FI,0
37896,G / FA,2
37897,G / FI,0
37898,G / FI,69
37899,G / RA,1
37900,J / FI,0
37901,G / FI,0
37902,G / FI,74
37903,G / FI,1
37904,G / FA,2
37905,U / FI,0
37906,G / FI,2
37907,G / FI,2
37908,G / EO,70
37909,G / FA,0
37910,G / FI,2
37911,G / AR,7
37912,G / FI,2
37913,G / FA,142
37914,G / FI,7
37915,G / AR,113
37916,G / FI,37
37917,G / FI,0
37918,G / AR,1
37919,G / FI,9
37920,G / FI,36
37921,G / FI,186
37922,G / FI,3
37923,G / AR,2
37924,G / AR,56
37925,G / FI,61
37926,G / NA,362
37927,G / JR,0
37928,G / RA,115
37929,G / FI,7
37930,G / AR,6
37931,U / FI,0
37932,G / FI,84
37933,G / FI,27
37934,G / FI,1193
37935,G / AR,1174
37936,G / RA,98
37937,G / FI,239
37938,G / AR,155
37939,G / FA,36
37940,G / FI,1
37941,G / FI,21
37942,G / FI,55
37943,G / AR,26
37944,G / FI,0
37945,J / FA,1
37946,G / FA,22
37947,U / FI,0
37948,U / AR,5
37949,U / FI,1
37950,U / FA,6
37951,G / FI,0
37952,G / FI,0
37953,U / FA,3
37954,G / FI,12
37955,U / FA,6
37956,G / FI,51
37957,G / AR,11
37958,G / JR,0
37959,G / AR,42
37960,G / FI,37
37961,G / AR,1
37962,G / FI,1
37963,U / FA,0
37964,G / FI,9
37965,G / AR,1
37966,G / FI,2
37967,G / FA,0
37968,G / FI,0
37969,G / FI,2
37970,G / FA,2
37971,G / FI,103
37972,U / FI,2
37973,U / AR,1
37974,U / RA,0
37975,U / FI,2
37976,U / FA,3
37977,U / FI,3
37978,U / AR,1
37979,U / RA,0
37980,G / FI,4
37981,G / AR,1
37982,G / EO,55
37983,G / IN,16
37984,U / FI,1
37985,U / FA,0
37986,G / FI,1
37987,G / FI,0
37988,G / FI,0
37989,G / FI,0
37990,G / AR,0
37991,G / FI,5
37992,G / FI,43
37993,G / FI,14
37994,G / FI,5
37995,G / FI,2
37996,G / NA,6
37997,G / JR,0
37998,G / RA,0
37999,G / FI,1
38000,G / FI,5
38001,G / FI,15
38002,G / AR,20
38003,G / FA,1
38004,J / FA,0
38005,G / FA,5
38006,G / FI,0
38007,G / FI,5
38008,G / JR,0
38009,G / AR,2
38010,G / AR,1
38011,G / FI,1
38012,G / FI,3
38013,G / FI,1
38014,G / FI,32
38015,G / EO,106
38016,G / IN,51
38017,G / FI,1
38018,G / FA,0
38019,G / FI,47
38020,G / AR,48
38021,G / FA,47
38022,G / FI,15
38023,G / AR,0
38024,G / FI,0
38025,G / FI,2
38026,G / FI,76
38027,G / FI,20
38028,U / FA,0
38029,G / FI,0
38030,G / FI,30
38031,G / AR,5
38032,G / FI,396
38033,G / AR,150
38034,G / NA,64
38035,G / JR,0
38036,G / RA,21
38037,G / FI,2
38038,G / AR,2
38039,J / FI,0
38040,G / FI,5
38041,G / FI,4
38042,G / FI,27
38043,G / RA,11
38044,G / FI,28
38045,G / FA,32
38046,U / FI,1
38047,G / FI,25
38048,G / AR,4
38049,G / FI,6
38050,J / FA,2
38051,G / FA,22
38052,U / FI,23
38053,G / FA,2
38054,U / FI,3
38055,U / FI,12
38056,U / AR,5
38057,U / FA,1
38058,G / FI,1
38059,G / FA,3
38060,G / FI,3
38061,U / FA,4
38062,G / FI,11
38063,G / JR,0
38064,G / AR,2
38065,G / FI,6
38066,G / FI,6
38067,G / AR,0
38068,G / FI,0
38069,G / FI,10
38070,G / AR,2
38071,G / FA,4
38072,U / FA,4
38073,G / FI,1
38074,U / AR,0
38075,U / FI,1
38076,U / FI,4
38077,G / FI,1
38078,G / FA,1
38079,G / FI,46
38080,U / FI,0
38081,U / AR,0
38082,U / FI,1
38083,G / EO,447
38084,G / IN,313
38085,U / FI,1
38086,G / FI,2
38087,G / FA,3
38088,U / FA,2
38089,G / FI,8
38090,G / AR,1
38091,G / FA,5
38092,G / FI,24
38093,G / AR,0
38094,G / FI,0
38095,U / FI,2
38096,G / FI,5
38097,G / FI,133
38098,G / FI,680
38099,G / FI,0
38100,U / FA,4
38101,U / FA,2
38102,G / FI,0
38103,G / JR,0
38104,G / NA,313
38105,G / RA,108
38106,U / FI,10
38107,U / AR,0
38108,G / FI,3
38109,G / AR,2
38110,U / FI,1
38111,U / FI,185
38112,U / AR,9
38113,G / FI,3
38114,J / FI,2655
38115,G / FI,1
38116,G / FI,45
38117,G / RA,10
38118,G / FI,2310
38119,G / AR,860
38120,G / FI,0
38121,G / FA,44
38122,U / FI,1
38123,G / FI,4
38124,U / FI,12
38125,U / AR,2
38126,G / FI,26
38127,G / AR,16
38128,G / FI,2
38129,J / FA,28
38130,G / FA,2720
38131,U / FI,2
38132,U / FI,190
38133,U / AR,5
38134,U / FI,0
38135,U / AR,1
38136,U / FA,5
38137,G / FI,0
38138,U / FA,1
38139,G / FI,58
38140,G / FI,371
38141,G / FA,0
38142,G / FI,282
38143,U / FA,1
38144,G / FI,0
38145,G / FI,0
38146,G / FI,2
38147,G / FI,205
38148,G / AR,110
38149,G / JR,0
38150,G / FI,268
38151,G / AR,93
38152,G / FI,3
38153,G / AR,2
38154,U / FA,1
38155,G / FI,0
38156,G / FI,0
38157,G / FI,4
38158,U / FI,0
38159,G / FA,3
38160,G / FI,4
38161,G / FI,0
38162,U / FI,10
38163,G / FA,8609
38164,U / FA,152
38165,U / FI,2
38166,G / FI,456
38167,U / FI,6
38168,U / AR,3
38169,U / RA,5
38170,G / FA,3
38171,U / FI,0
38172,U / FI,10
38173,U / AR,6
38174,U / RA,0
38175,G / FI,28
38176,G / AR,0
38177,G / FI,3
38178,G / EO,208
38179,G / IN,180
38180,U / FA,94
38181,G / FI,8
38182,G / FI,0
38183,G / FI,6
38184,G / FA,0
38185,G / FI,0
38186,U / FA,0
38187,U / FA,0
38188,G / FI,12
38189,G / AR,8
38190,U / AR,0
38191,G / AR,0
38192,G / FI,0
38193,G / FI,0
38194,G / FI,0
38195,G / FI,1
38196,G / FI,11
38197,J / FI,0
38198,U / FA,0
38199,G / FI,1
38200,G / FI,1
38201,U / FI,1
38202,G / EO,11
38203,G / IN,3
38204,G / FI,0
38205,G / FA,5
38206,G / FI,2
38207,G / FI,2
38208,G / FI,1
38209,J / FA,1
38210,G / FI,2
38211,G / JR,0
38212,G / FI,2
38213,G / FI,10
38214,G / EO,27
38215,G / IN,31
38216,G / FA,4
38217,U / FA,5
38218,G / FI,30
38219,G / AR,12
38220,G / FA,16
38221,G / FI,1
38222,U / FI,6
38223,G / FI,61
38224,G / AR,5
38225,G / FI,1
38226,G / FA,2
38227,G / FI,2
38228,G / FI,12
38229,G / FI,183
38230,G / FI,246
38231,U / FA,2
38232,G / FI,0
38233,U / FA,0
38234,G / FI,0
38235,U / FA,24
38236,G / FI,2
38237,G / AR,1
38238,G / FI,1
38239,G / JR,0
38240,G / NA,138
38241,G / RA,60
38242,U / AR,80
38243,U / FI,4
38244,G / FI,11
38245,G / AR,4
38246,J / FI,0
38247,U / FI,175
38248,U / AR,29
38249,U / FA,54
38250,G / FI,25
38251,G / FI,11
38252,G / FI,65
38253,G / RA,8
38254,G / FI,250
38255,G / AR,245
38256,G / FI,0
38257,G / FI,0
38258,G / FA,209
38259,G / FI,1
38260,U / FI,4
38261,U / AR,3
38262,U / RA,0
38263,G / FI,1
38264,G / FI,9
38265,U / FA,1
38266,U / FI,6
38267,U / AR,5
38268,G / FI,25
38269,G / AR,12
38270,U / FI,0
38271,J / FA,89
38272,G / FA,579
38273,U / FI,3
38274,G / FI,4
38275,U / FI,2836
38276,U / AR,315
38277,G / FA,3
38278,U / FI,5
38279,U / AR,1
38280,U / FA,7
38281,G / FI,0
38282,G / FI,1
38283,U / FA,1
38284,G / FA,5
38285,G / FI,75
38286,G / FI,107
38287,G / FA,1
38288,G / FI,1098
38289,U / FA,1
38290,G / FI,0
38291,G / FI,0
38292,G / FI,200
38293,G / JR,0
38294,G / AR,51
38295,G / AR,157
38296,G / FI,48
38297,U / FI,2
38298,G / AR,18
38299,G / FI,3
38300,U / FA,0
38301,G / FI,0
38302,G / FI,1
38303,G / FI,2
38304,G / AR,2
38305,G / FI,2
38306,G / FA,2
38307,G / FI,9
38308,U / AR,0
38309,U / FI,0
38310,G / FA,953
38311,U / FA,218
38312,G / FI,0
38313,U / FI,1
38314,G / FI,1
38315,U / FI,261
38316,U / AR,33
38317,U / FI,3
38318,G / FA,1
38319,G / FI,58
38320,J / FA,0
38321,U / FI,3
38322,U / AR,2
38323,U / RA,3
38324,G / FA,2
38325,U / FI,0
38326,U / FI,26
38327,U / AR,2
38328,U / RA,1
38329,G / FA,0
38330,G / FI,79
38331,G / AR,12
38332,G / FI,21
38333,G / IN,845
38334,G / EO,663
38335,G / FI,0
38336,U / FA,926
38337,G / FI,132
38338,G / FI,0
38339,G / NA,1
38340,G / FI,0
38341,G / AR,1
38342,G / EO,1
38343,G / AR,38
38344,G / FI,32
38345,G / FI,35
38346,G / NA,1
38347,G / AR,2
38348,G / FI,9
38349,G / FI,0
38350,G / EO,192
38351,G / IN,53
38352,G / FI,0
38353,G / FI,3
38354,G / FI,0
38355,G / FI,15
38356,G / FI,1
38357,G / JR,0
38358,G / NA,1
38359,G / FI,1
38360,G / FI,1
38361,G / FI,2
38362,G / FI,2
38363,G / FI,0
38364,G / FI,1
38365,G / EO,16
38366,G / IN,8
38367,G / EO,1
38368,G / FA,3
38369,G / FI,19
38370,G / AR,1
38371,G / FI,1
38372,G / FI,4
38373,G / FI,6
38374,U / FA,1
38375,G / NA,3
38376,G / RA,1
38377,G / FI,1
38378,G / FI,4
38379,G / FI,0
38380,G / FI,1
38381,G / FI,0
38382,J / FA,1
38383,G / FA,2
38384,U / FA,0
38385,G / FI,1
38386,G / FI,1
38387,G / JR,0
38388,G / AR,2
38389,G / EO,10
38390,G / IN,5
38391,G / FI,0
38392,G / FI,11
38393,G / AR,4
38394,G / FI,13
38395,G / FI,3
38396,U / FI,0
38397,G / AR,2
38398,G / FI,3
38399,G / FI,2
38400,G / JR,0
38401,G / FI,1
38402,G / AR,0
38403,G / FI,1
38404,G / EO,33
38405,G / IN,6
38406,G / FI,0
38407,G / FI,1
38408,G / AR,2
38409,G / FI,1
38410,G / FA,880
38411,G / FI,6
38412,G / JR,1
38413,G / AR,0
38414,G / AR,83
38415,G / FI,46
38416,G / FI,2
38417,G / FI,20
38418,G / FI,1
38419,G / FI,55
38420,G / FI,298
38421,G / FI,626
38422,G / AR,111
38423,G / AR,43
38424,G / FI,44
38425,G / NA,298
38426,G / JR,0
38427,G / RA,84
38428,G / FI,5
38429,G / AR,7
38430,J / FI,0
38431,G / FI,20
38432,G / FI,33
38433,G / AR,870
38434,G / FI,574
38435,G / RA,150
38436,G / FI,65
38437,G / FA,575
38438,U / FI,0
38439,G / FI,138
38440,G / FI,187
38441,G / AR,86
38442,G / FI,2
38443,J / FA,3
38444,G / FA,25
38445,G / FI,2
38446,G / FI,0
38447,G / FA,0
38448,G / FA,9
38449,G / FI,3
38450,G / FI,0
38451,G / FI,144
38452,G / JR,0
38453,G / AR,35
38454,G / AR,29
38455,G / FI,13
38456,G / FI,42
38457,G / AR,3
38458,G / FI,0
38459,G / FA,19
38460,G / FI,129
38461,U / FI,2
38462,G / FI,227
38463,G / FA,11
38464,G / FI,136
38465,U / FI,1
38466,G / FI,67
38467,G / AR,8
38468,G / EO,155
38469,G / IN,63
38470,U / FI,2
38471,G / FI,6
38472,G / AR,13
38473,G / FI,9
38474,G / FA,47
38475,G / FI,1
38476,G / AR,2
38477,G / FI,2
38478,G / AR,5
38479,G / FI,0
38480,G / FI,1
38481,G / FI,1
38482,G / FI,1
38483,G / FI,63
38484,G / FI,11
38485,G / FI,0
38486,G / FI,0
38487,G / FI,9
38488,G / AR,0
38489,G / FI,10
38490,G / AR,4
38491,G / NA,413
38492,G / JR,0
38493,G / RA,45
38494,G / FI,8
38495,G / AR,2
38496,J / FI,0
38497,G / FI,4
38498,J / FI,0
38499,G / FI,9
38500,G / FI,44
38501,G / RA,0
38502,G / FA,2
38503,G / FI,102
38504,G / AR,45
38505,G / FI,0
38506,G / FA,94
38507,U / FI,79
38508,U / AR,62
38509,G / FI,5
38510,G / FI,79
38511,G / AR,38
38512,J / FA,74
38513,G / FA,591
38514,G / FI,0
38515,G / FA,1
38516,G / FI,0
38517,G / FI,6
38518,G / FI,0
38519,U / FA,43
38520,G / FA,0
38521,G / FI,2
38522,G / FI,30
38523,U / FA,2
38524,G / FI,2
38525,G / FI,15
38526,G / JR,0
38527,G / AR,1
38528,G / FI,9
38529,G / AR,2
38530,U / FA,0
38531,G / FI,2
38532,G / FI,0
38533,G / FI,1
38534,G / FI,0
38535,U / FI,0
38536,G / FI,1
38537,G / FI,10
38538,G / AR,1
38539,U / FI,3
38540,G / FI,20
38541,G / AR,6
38542,G / EO,54
38543,G / IN,48
38544,G / FI,7
38545,G / EO,1
38546,G / FA,17
38547,G / FI,4
38548,G / AR,3
38549,G / FI,2
38550,G / FA,30
38551,G / FI,489
38552,G / AR,70
38553,G / FI,6
38554,G / FI,10
38555,G / FI,0
38556,G / FI,4
38557,G / FI,81
38558,G / FI,119
38559,U / FA,1
38560,G / FI,0
38561,J / FA,1
38562,G / FI,12
38563,G / AR,4
38564,G / JR,0
38565,G / NA,99
38566,G / RA,43
38567,G / FI,2
38568,G / AR,1
38569,U / FI,0
38570,J / FI,1
38571,G / FI,24
38572,G / FI,4
38573,G / FI,1024
38574,G / AR,739
38575,G / RA,161
38576,G / FI,134
38577,G / FI,0
38578,G / FI,0
38579,G / FA,30
38580,U / FI,7
38581,U / AR,2
38582,G / FI,5
38583,G / FI,30
38584,G / AR,11
38585,J / FA,303
38586,G / FA,74
38587,G / FI,0
38588,G / FA,1
38589,G / FI,1
38590,U / FA,1
38591,G / FI,1
38592,U / FA,19
38593,G / FI,0
38594,U / FA,6
38595,G / FI,2
38596,G / FI,151
38597,G / JR,0
38598,G / AR,77
38599,G / AR,58
38600,G / FI,10
38601,U / FA,0
38602,G / FI,6
38603,G / AR,3
38604,G / FI,6
38605,G / FA,4
38606,G / FI,16
38607,U / FI,2
38608,G / FI,25
38609,U / FI,0
38610,G / FI,0
38611,U / FI,2
38612,U / AR,0
38613,U / FI,2
38614,U / AR,0
38615,G / FI,0
38616,G / FI,4
38617,G / AR,0
38618,G / EO,721
38619,G / IN,477
38620,G / FI,0
38621,G / FA,0
38622,G / FA,80
38623,G / FI,3
38624,G / AR,1
38625,G / FI,0
38626,G / FI,0
38627,G / FI,7
38628,G / FI,17
38629,G / NA,53
38630,G / JR,0
38631,G / RA,10
38632,G / FI,3
38633,J / FI,0
38634,G / FI,7
38635,G / FI,11
38636,G / FI,0
38637,G / RA,0
38638,G / FI,129
38639,G / AR,80
38640,G / FA,6
38641,G / FI,2
38642,G / AR,3
38643,G / FI,1
38644,J / FA,0
38645,G / FA,58
38646,G / FI,0
38647,U / FA,38
38648,G / FI,10
38649,G / JR,0
38650,G / AR,1
38651,G / FI,3
38652,G / AR,4
38653,U / FA,0
38654,G / FI,0
38655,G / FI,1
38656,G / AR,0
38657,G / FI,5
38658,G / FI,0
38659,G / FA,2
38660,G / FI,8
38661,U / FI,1
38662,G / AR,0
38663,G / EO,222
38664,G / IN,237
38665,G / FI,0
38666,G / FI,1
38667,G / FA,0
38668,G / FI,0
38669,G / FA,54
38670,G / FI,7
38671,G / AR,1
38672,G / FI,9
38673,G / FI,0
38674,G / FI,2
38675,G / FI,32
38676,U / FA,34
38677,G / FI,3
38678,G / AR,3
38679,U / FA,0
38680,G / NA,14
38681,G / JR,0
38682,G / RA,0
38683,G / FI,0
38684,U / FI,0
38685,G / FI,7
38686,G / FI,1
38687,G / FI,90
38688,G / RA,4
38689,G / FA,2
38690,G / FI,4
38691,G / FI,0
38692,G / FA,0
38693,U / AR,1
38694,G / FI,2
38695,G / AR,1
38696,G / FI,1
38697,J / FA,8
38698,G / FA,8
38699,G / FI,0
38700,G / FI,0
38701,U / FA,1
38702,G / FI,2
38703,G / FI,0
38704,G / FI,3
38705,G / AR,4
38706,G / JR,0
38707,G / FI,2
38708,G / AR,1
38709,G / FI,1
38710,G / FI,6
38711,G / FI,1
38712,G / FA,2
38713,G / FI,1
38714,G / AR,1
38715,G / FI,1
38716,G / EO,10
38717,G / IN,4
38718,G / FA,0
38719,G / FI,3
38720,G / AR,0
38721,G / FI,1
38722,G / AR,0
38723,G / FI,2
38724,G / FI,3
38725,G / FI,0
38726,U / FA,10
38727,J / FA,0
38728,G / FI,48
38729,G / FA,39
38730,G / FI,0
38731,G / FI,1
38732,G / FI,0
38733,G / FI,2
38734,G / EO,1
38735,G / IN,0
38736,G / FI,0
38737,G / FI,15
38738,G / FI,1
38739,G / FA,1
38740,G / FI,1
38741,G / EO,7
38742,G / IN,3
38743,U / FA,0
38744,G / FI,112
38745,G / FI,3
38746,G / EO,1
38747,G / IN,0
38748,G / FI,0
38749,G / AR,1
38750,G / FI,117
38751,G / FI,1
38752,G / FI,21
38753,G / FI,2
38754,G / IN,16642
38755,G / EO,3212
38756,G / FI,324
38757,G / NA,0
38758,G / FI,4
38759,G / AR,3
38760,G / FI,6
38761,G / FI,1
38762,G / EO,178
38763,G / IN,19
38764,G / FI,16
38765,G / FI,7
38766,G / FI,3
38767,G / EO,3
38768,G / IN,2
38769,G / FI,152
38770,G / FI,1
38771,G / FI,0
38772,G / FI,12
38773,G / FI,19
38774,G / FI,8
38775,G / EO,878
38776,G / IN,277
38777,G / FI,1
38778,G / AR,1
38779,G / FA,10
38780,G / FI,10
38781,G / AR,2
38782,G / FA,1
38783,G / FI,23
38784,G / FI,34
38785,G / FI,0
38786,G / NA,22
38787,G / RA,20
38788,G / JR,0
38789,G / FI,2
38790,G / FI,0
38791,G / FI,12
38792,G / FI,0
38793,G / RA,0
38794,G / FI,19
38795,G / FA,1
38796,G / AR,29
38797,G / FI,16
38798,G / FI,1
38799,J / FA,1
38800,G / FA,2
38801,G / AR,37
38802,G / FI,11
38803,G / JR,0
38804,G / AR,13
38805,G / FI,15
38806,G / FI,1
38807,G / FA,4
38808,G / FI,59
38809,U / FI,0
38810,G / EO,8
38811,G / IN,16
38812,G / FI,1
38813,G / FI,4
38814,G / AR,0
38815,G / FI,2
38816,G / FI,14
38817,G / FI,0
38818,G / FI,394
38819,G / FI,2
38820,G / FI,4
38821,G / NA,2
38822,J / FI,3
38823,G / FI,7
38824,G / FI,3990
38825,G / RA,197
38826,G / AR,2662
38827,G / FI,1
38828,G / FI,1
38829,G / FI,22
38830,G / FI,2
38831,G / JR,0
38832,G / AR,0
38833,G / FI,3
38834,G / FI,1
38835,G / IN,7611
38836,G / EO,5347
38837,G / FI,3
38838,G / FI,0
38839,G / FI,0
38840,G / AR,1
38841,G / FA,8
38842,G / FI,1
38843,G / AR,0
38844,G / FI,126
38845,G / FI,1
38846,G / RA,5
38847,G / NA,7
38848,G / JR,0
38849,G / FI,2
38850,G / FI,0
38851,U / FA,1
38852,G / FI,2
38853,J / FA,1
38854,G / FA,1
38855,G / FI,0
38856,G / FI,7
38857,G / AR,2
38858,G / JR,0
38859,G / AR,6
38860,G / FI,5
38861,G / FI,5
38862,G / AR,4
38863,G / FA,5
38864,G / FI,351
38865,G / IN,34
38866,G / EO,11
38867,G / FI,303
38868,G / AR,176
38869,G / FA,1
38870,G / AR,0
38871,G / FI,0
38872,G / FI,120
38873,G / FI,1
38874,G / FI,3
38875,G / AR,1
38876,G / JR,0
38877,G / NA,3
38878,G / FI,0
38879,G / FI,5
38880,G / FA,9
38881,U / FI,10
38882,U / AR,2
38883,G / FA,1
38884,U / FA,825
38885,G / FI,26
38886,G / JR,0
38887,G / AR,1
38888,G / AR,1
38889,G / FI,1
38890,U / FI,1
38891,G / FI,7
38892,G / EO,2107
38893,G / IN,709
38894,G / FA,6
38895,G / FI,3
38896,G / AR,329
38897,G / FI,315
38898,G / FA,779
38899,G / FI,3
38900,G / FI,8
38901,G / AR,4
38902,G / FI,11
38903,G / FI,0
38904,G / FI,681
38905,G / FI,34
38906,U / FA,1
38907,G / FI,264
38908,G / AR,27
38909,G / FI,122
38910,G / AR,51
38911,G / NA,535
38912,G / JR,0
38913,G / RA,120
38914,G / FI,10
38915,G / AR,8
38916,J / FI,0
38917,U / FI,1
38918,U / AR,0
38919,G / FI,15
38920,G / FI,26
38921,G / FI,153
38922,G / AR,89
38923,G / RA,12
38924,G / FI,621
38925,G / AR,95
38926,G / FA,1
38927,G / FA,181
38928,U / FI,296
38929,U / AR,62
38930,U / RA,1
38931,G / FI,20
38932,U / FA,0
38933,G / FI,13
38934,G / AR,9
38935,J / FA,5
38936,G / FA,172
38937,U / FI,0
38938,G / FI,1
38939,G / FI,1
38940,U / FI,0
38941,G / FA,1
38942,U / FA,1
38943,G / FA,1
38944,G / FI,13
38945,U / FA,9
38946,G / FI,1
38947,G / FI,99
38948,G / JR,0
38949,G / AR,4
38950,G / FI,10
38951,G / AR,25
38952,G / AR,22
38953,G / FI,21
38954,U / FA,4
38955,G / FI,18
38956,G / AR,0
38957,G / FA,15
38958,G / FI,0
38959,U / FI,1
38960,U / FI,4
38961,G / FI,677
38962,G / FA,3
38963,G / FI,130
38964,U / FI,0
38965,U / FI,8
38966,U / AR,5
38967,U / FI,1
38968,G / FI,634
38969,G / AR,185
38970,G / EO,1399
38971,G / IN,682
38972,G / FI,44
38973,G / FI,1
38974,G / AR,1
38975,G / FI,4
38976,G / FI,0
38977,G / FI,1
38978,U / AR,0
38979,G / IN,1
38980,G / EO,0
38981,U / FI,9
38982,U / FA,26
38983,G / FI,0
38984,G / FI,9
38985,G / FI,64
38986,G / AR,23
38987,G / FA,368
38988,G / FI,89
38989,G / AR,14
38990,G / JR,6
38991,U / FI,1
38992,G / AR,379
38993,G / FI,262
38994,G / FI,4
38995,G / FI,31
38996,G / FI,1
38997,G / FI,3
38998,G / FI,299
38999,G / FI,479
39000,G / FI,0
39001,G / FI,442
39002,G / AR,262
39003,U / FI,4
39004,G / FI,2
39005,G / AR,2
39006,G / JR,0
39007,G / RA,647
39008,G / NA,620
39009,G / FI,69
39010,G / AR,38
39011,G / FI,29
39012,G / FI,72
39013,G / FI,129
39014,G / RA,29
39015,G / FI,2529
39016,G / AR,2135
39017,G / FA,11
39018,G / FA,557
39019,G / FI,19
39020,U / FA,2
39021,U / FI,29
39022,U / AR,7
39023,G / FI,196
39024,G / AR,69
